"pha","H","e","a","q","i","moid"
N,26.47,0.2316,0.9494,0.730,1.80,0.00908
N,22.36,0.2985,1.84,1.291,14.93,0.293
N,23.76,0.5205,1.756,0.842,2.45,0.0318
N,23.13,0.3238,1.57,1.062,11.09,0.12
N,24.06,0.3292,1.461,0.980,6.89,0.0594
N,28.72,0.5718,2.259,0.967,7.41,0.000862
N,24.80,0.5068,2.016,0.994,8.06,0.0036
N,27.59,0.2229,1.134,0.881,2.64,0.0113
N,24.70,0.2386,1.243,0.946,19.05,0.00291
N,24.65,0.2953,0.905,0.638,38.12,0.00173
N,28.44,0.3246,1.493,1.008,7.10,0.00821
N,24.98,0.4339,0.8991,0.509,4.41,0.0128
N,29.46,0.1834,1.003,0.819,5.30,0.00217
N,24.84,0.3741,1.553,0.972,35.60,0.0604
N,25.23,0.4329,1.636,0.927,10.66,0.00537
N,25.88,0.4970,1.946,0.979,4.90,0.0233
N,21.34,0.3926,1.366,0.829,21.45,0.146
N,25.85,0.4306,1.345,0.766,19.01,0.0209
N,28.32,0.3345,1.25,0.832,2.98,0.00115
N,26.83,0.4509,1.367,0.751,0.56,0.00687
N,21.24,0.4804,2.13,1.107,6.08,0.0956
N,24.70,0.5412,1.609,0.738,15.97,0.0406
N,27.09,0.5708,2.336,1.003,0.35,0.00267
N,26.83,0.2137,0.8428,0.663,3.32,0.0134
N,28.42,0.3180,1.196,0.816,6.66,0.000873
N,23.55,0.6183,1.423,0.543,2.16,0.0298
N,26.76,0.2482,1.321,0.993,3.64,0.0299
N,23.09,0.5051,1.794,0.888,33.18,0.108
N,25.71,0.2187,1.266,0.989,7.31,0.00951
N,22.83,0.3894,1.277,0.780,10.13,0.00833
Y,21.82,0.7734,2.771,0.628,16.59,0.0186
N,24.80,0.5953,2.457,0.994,6.22,0.0628
N,25.50,0.3255,1.528,1.030,4.43,0.0315
N,25.79,0.2741,1.358,0.986,1.61,0.0075
N,24.92,0.2893,1.433,1.018,18.20,0.0343
N,23.44,0.4528,1.281,0.701,12.12,0.017
N,20.10,0.5959,2.641,1.067,22.42,0.0516
N,20.06,0.7051,0.462,0.136,32.84,0.226
N,24.27,0.2888,1.354,0.963,10.28,0.00689
N,26.02,0.4053,1.676,0.997,0.74,0.00905
N,25.84,0.5062,1.883,0.930,4.91,0.00467
N,25.54,0.1755,0.9113,0.751,19.39,0.0103
N,29.45,0.2059,1.131,0.898,13.87,0.00104
N,24.98,0.5179,1.861,0.897,6.55,0.00803
N,23.05,0.7137,2.382,0.682,4.13,0.0112
N,27.72,0.3163,1.467,1.003,7.32,0.0025
N,26.42,0.5957,1.925,0.779,0.85,0.000529
N,25.35,0.2147,0.9572,0.752,6.89,0.0259
N,27.38,0.4654,1.657,0.886,0.35,0.00479
N,25.64,0.2085,0.9725,0.770,12.69,0.00135
N,26.62,0.3007,0.8834,0.618,18.95,0.0016
N,30.77,0.2552,0.9113,0.679,7.65,0.000942
N,23.46,0.2981,1.55,1.088,39.26,0.1
N,25.88,0.3076,0.872,0.604,30.58,0.0223
N,22.76,0.5699,1.807,0.777,5.17,0.0557
N,22.62,0.1255,1.066,0.932,21.45,0.0316
N,26.83,0.3055,1.286,0.893,15.60,0.0119
N,29.33,0.3896,1.171,0.715,3.33,0.00102
N,26.04,0.6026,2.201,0.874,0.93,0.00789
N,26.40,0.1271,1.14,0.995,17.34,0.0121
N,26.37,0.3230,1.028,0.696,16.98,0.0132
N,26.10,0.1495,1.178,1.002,20.89,0.0222
N,26.52,0.2938,1.433,1.012,9.48,0.00691
N,27.48,0.5082,2.031,0.999,6.79,0.00207
N,24.38,0.5565,1.478,0.656,3.19,0.0315
N,26.67,0.4629,1.708,0.917,6.12,0.0121
N,27.55,0.3947,1.196,0.724,7.66,0.000141
N,26.52,0.3094,1.061,0.733,10.65,0.0214
N,29.12,0.5465,2.103,0.953,4.23,0.00157
N,25.71,0.5755,1.258,0.534,0.49,0.000686
N,24.24,0.5410,1.977,0.907,2.75,0.0321
N,25.07,0.5990,2.624,1.052,22.71,0.0496
N,25.63,0.2544,1.388,1.035,30.15,0.0336
N,24.42,0.5156,2.109,1.022,7.88,0.0704
N,26.27,0.4860,1.364,0.701,3.72,0.000476
N,27.67,0.5613,2.095,0.919,2.79,0.000504
N,25.21,0.5485,1.304,0.589,13.49,0.0251
N,25.35,0.2354,1.014,0.775,9.19,0.0556
N,23.71,0.3561,1.45,0.934,17.73,0.148
N,27.67,0.3927,1.619,0.983,1.75,0.00192
N,24.69,0.1814,1.397,1.144,17.40,0.138
N,25.37,0.4556,2.006,1.092,7.22,0.0874
N,27.52,0.4854,1.904,0.980,3.96,0.0127
N,26.89,0.5038,2.013,0.999,4.85,0.0204
N,25.77,0.1684,1.068,0.888,10.38,0.00817
N,27.11,0.3991,1.698,1.020,1.58,0.0142
N,25.34,0.2066,1.294,1.027,20.43,0.0309
N,24.18,0.4072,1.294,0.767,12.13,0.0189
N,27.86,0.3914,1.551,0.944,2.78,0.00953
N,23.31,0.1881,1.371,1.113,11.10,0.106
N,25.69,0.6072,1.388,0.545,1.14,0.00174
N,24.54,0.4540,1.717,0.937,8.30,0.0445
N,27.30,0.5017,2.035,1.014,3.74,0.00929
Y,21.75,0.5259,2.044,0.969,14.54,0.0288
N,20.58,0.6103,2.643,1.030,10.00,0.0859
N,25.05,0.3354,1.044,0.694,29.12,0.0923
N,25.91,0.3236,1.163,0.787,9.73,0.0193
N,23.92,0.5843,2.035,0.846,7.63,0.0065
N,24.83,0.2952,1.698,1.197,1.44,0.193
N,24.51,0.0420,1.078,1.033,26.58,0.042
N,27.63,0.2929,1.436,1.016,4.82,0.0136
N,24.28,0.2478,1.341,1.009,12.60,0.000219
N,21.90,0.3079,1.513,1.047,10.74,0.0801
N,24.74,0.4258,1.837,1.055,11.73,0.0797
N,28.83,0.3478,1.495,0.975,4.47,0.00177
N,23.92,0.6060,2.045,0.806,2.12,0.0128
N,22.35,0.2472,1.198,0.902,17.88,0.0423
N,24.36,0.2264,1.401,1.084,27.05,0.109
N,24.81,0.6272,2.416,0.901,6.05,0.039
N,25.49,0.1478,1.204,1.026,35.64,0.0682
N,23.17,0.5931,2.806,1.142,29.21,0.169
N,24.08,0.1608,1.154,0.968,9.02,0.0259
N,22.33,0.4847,2.125,1.095,8.93,0.111
N,25.24,0.4442,0.8317,0.462,7.14,0.0185
N,28.22,0.1359,0.9453,0.817,5.11,0.00123
N,26.22,0.2972,1.428,1.003,6.30,0.0318
N,23.34,0.6187,2.118,0.808,5.46,0.0462
N,24.49,0.2861,1.454,1.038,12.17,0.0331
N,26.68,0.5660,2.41,1.046,5.38,0.0435
N,25.39,0.5662,1.919,0.833,8.78,0.00255
N,23.83,0.4575,2.2,1.193,10.55,0.189
N,26.79,0.0549,1.063,1.004,5.71,0.042
N,25.10,0.2907,1.592,1.129,7.33,0.176
N,23.87,0.2961,1.551,1.092,21.84,0.174
N,25.71,0.5440,2.254,1.028,2.82,0.0118
N,24.85,0.4818,1.829,0.948,2.35,0.0312
N,23.43,0.5058,2.278,1.126,21.85,0.224
N,27.38,0.5540,2.094,0.934,2.50,0.00119
N,26.19,0.6165,1.626,0.624,2.81,0.00229
N,27.15,0.2923,1.293,0.915,4.98,0.00195
N,24.72,0.5520,1.246,0.558,18.67,0.00665
N,27.64,0.5404,2.073,0.953,3.15,0.000203
N,26.04,0.6469,0.6363,0.225,2.62,0.00739
N,27.49,0.1768,1.23,1.013,11.03,0.00541
N,22.34,0.5311,2.006,0.941,8.52,0.0172
N,24.80,0.1342,1.059,0.917,11.35,0.0479
N,23.93,0.7503,1.227,0.306,8.04,0.0217
N,22.56,0.4357,2.109,1.190,6.85,0.18
N,24.96,0.1829,1.274,1.041,9.83,0.103
N,26.78,0.2705,1.455,1.062,2.32,0.0524
N,26.52,0.4559,0.7943,0.432,12.35,0.0021
N,24.67,0.2749,1.49,1.081,15.26,0.0853
N,27.06,0.4044,1.705,1.015,4.14,0.0171
N,23.60,0.6230,2.191,0.826,24.08,0.0646
N,25.82,0.2797,1.394,1.004,0.65,0.00708
N,26.83,0.5063,2.051,1.012,1.44,0.00146
N,25.67,0.6029,2.538,1.008,4.00,0.000613
N,22.35,0.7371,2.352,0.618,14.21,0.0631
N,23.88,0.0941,0.9753,0.884,18.04,0.0544
N,25.92,0.3114,1.489,1.026,17.65,0.0547
N,25.35,0.2171,1.385,1.084,18.60,0.0879
N,25.53,0.3889,1.754,1.072,4.28,0.0581
N,26.64,0.6229,2.815,1.062,7.21,0.055
N,25.19,0.4792,2.034,1.059,2.41,0.0585
N,27.12,0.4822,1.792,0.928,7.62,0.0125
N,25.93,0.1325,1.172,1.017,1.36,0.00996
N,20.69,0.7211,1.858,0.518,18.81,0.125
N,23.41,0.3574,1.399,0.899,0.99,0.0025
N,20.07,0.3628,1.84,1.172,15.11,0.178
N,22.79,0.6224,3.195,1.206,8.51,0.21
N,22.61,0.4917,2.357,1.198,8.70,0.226
N,24.73,0.5156,2.236,1.083,3.14,0.073
N,23.97,0.6300,2.486,0.920,5.03,0.00631
N,25.66,0.2113,1.307,1.031,23.58,0.0273
N,22.80,0.4200,0.9713,0.563,14.11,0.0224
N,24.08,0.4858,2.22,1.142,6.43,0.145
N,28.32,0.3519,1.109,0.719,7.13,0.00856
N,25.48,0.1957,1.06,0.853,19.55,0.0401
N,26.38,0.2592,1.082,0.802,12.75,0.0151
N,22.32,0.6723,2.537,0.831,8.49,0.0183
N,27.34,0.5799,2.379,0.999,1.10,0.00519
N,23.49,0.1515,1.013,0.859,13.27,0.129
N,24.59,0.4103,0.8252,0.487,15.32,0.000515
N,25.47,0.2852,1.026,0.733,2.03,0.00549
N,28.47,0.3951,1.422,0.860,6.84,3.28e-05
N,21.09,0.2650,1.705,1.253,16.40,0.342
N,20.76,0.4089,2.188,1.293,32.02,0.544
N,22.48,0.4576,1.682,0.912,7.61,0.0815
N,19.13,0.5044,2.206,1.093,31.67,0.0796
N,20.17,0.4826,2.414,1.249,11.53,0.294
N,20.66,0.4261,2.213,1.270,2.52,0.253
N,24.43,0.2796,1.338,0.964,12.95,0.0395
N,28.14,0.0997,1.058,0.952,8.80,0.00167
N,27.52,0.3656,1.244,0.789,19.21,0.00192
N,25.33,0.4417,1.501,0.838,2.36,0.0145
N,28.62,0.1658,1.093,0.912,5.76,0.000228
N,28.56,0.7331,1.887,0.504,0.24,0.000871
N,25.80,0.3436,1.505,0.988,11.30,0.025
N,26.22,0.5253,1.147,0.545,22.96,0.000894
N,26.60,0.0807,1.01,0.928,9.91,0.0224
N,24.17,0.5215,2.52,1.206,1.29,0.197
N,25.30,0.1173,1.097,0.969,20.77,0.0421
N,22.77,0.1205,1.463,1.286,18.23,0.275
N,27.00,0.6155,2.073,0.797,1.59,0.00738
N,25.29,0.3833,1.631,1.006,0.19,0.00089
N,23.25,0.5361,2.106,0.977,9.74,0.0151
N,21.85,0.4932,1.767,0.896,36.24,0.0978
N,19.99,0.7425,2.124,0.547,19.77,0.337
N,23.25,0.5494,1.765,0.796,10.01,0.00404
N,27.40,0.2076,1.206,0.956,9.33,0.0099
N,25.26,0.5492,2.258,1.018,8.13,0.0413
N,25.45,0.5569,2.062,0.914,10.34,0.00758
N,26.48,0.3460,1.283,0.839,4.24,0.000697
N,25.00,0.4928,2.072,1.051,3.54,0.0512
N,25.79,0.0347,1.076,1.038,2.38,0.0297
N,22.08,0.4609,2.121,1.143,10.20,0.127
N,26.45,0.5373,2.189,1.013,5.20,0.00179
N,23.46,0.1671,0.9512,0.792,19.49,0.0971
N,26.62,0.3091,1.048,0.724,1.78,0.0108
N,24.45,0.5818,2.591,1.084,12.07,0.0926
N,25.28,0.0726,1.177,1.092,13.12,0.088
N,23.61,0.1504,1.264,1.074,23.84,0.0997
N,26.17,0.2748,1.412,1.024,18.06,0.0194
N,25.96,0.3285,0.9871,0.663,13.70,0.00639
N,25.13,0.2492,0.8562,0.643,5.64,0.00502
N,25.04,0.5650,2.414,1.050,9.90,0.0838
N,22.78,0.5205,1.785,0.856,1.17,0.00342
N,23.22,0.5357,0.6955,0.323,43.89,0.0177
N,26.31,0.2241,1.224,0.950,15.19,0.0295
N,21.56,0.6039,2.236,0.886,23.16,0.118
N,25.92,0.2801,1.183,0.852,29.02,0.0305
N,25.60,0.2438,0.8849,0.669,19.03,0.0229
N,27.05,0.0823,0.961,0.882,10.47,0.0235
N,21.53,0.4314,2.21,1.257,13.69,0.256
N,18.47,0.5020,2.596,1.293,31.25,0.391
N,21.56,0.6182,1.604,0.612,49.65,0.0788
N,24.29,0.3409,1.597,1.052,7.27,0.0787
N,23.26,0.2618,1.316,0.972,20.19,0.146
N,24.59,0.2640,1.484,1.092,10.31,0.0805
N,25.94,0.5260,1.948,0.924,8.96,0.00995
N,24.65,0.1657,1.219,1.017,18.28,0.0196
N,26.80,0.4881,1.973,1.010,4.03,0.00086
N,25.81,0.3054,1.408,0.978,6.56,0.000226
N,23.87,0.5381,2.225,1.028,4.58,0.0224
N,27.13,0.5964,2.318,0.936,1.96,0.000544
N,26.65,0.2716,1.445,1.053,1.08,0.0375
N,27.41,0.5218,1.895,0.906,1.36,0.00268
N,27.51,0.5579,1.694,0.749,5.95,0.00306
N,27.57,0.2041,1.233,0.981,2.37,0.00313
N,26.88,0.5267,2.134,1.010,3.53,0.0177
N,28.16,0.1734,1.215,1.005,0.81,0.00543
N,27.06,0.5555,2.086,0.927,2.76,0.00715
N,25.13,0.3274,1.57,1.056,9.83,0.0488
N,25.30,0.3363,1.233,0.818,11.05,0.00738
N,24.98,0.3618,1.514,0.966,11.50,0.0515
N,24.48,0.6381,2.391,0.865,8.12,0.00828
N,23.23,0.4128,1.349,0.792,10.02,0.0391
N,22.27,0.4667,2.125,1.133,5.52,0.154
N,22.53,0.0846,1.308,1.197,51.63,0.214
N,23.89,0.8075,2.55,0.491,6.22,0.0744
N,25.45,0.5799,2.176,0.914,9.09,0.0217
N,23.80,0.4508,2.248,1.235,3.25,0.221
N,27.28,0.6057,2.023,0.798,2.00,0.00391
N,26.31,0.6305,1.818,0.672,8.12,0.00475
N,26.39,0.3642,1.676,1.066,2.61,0.0581
N,25.25,0.1987,0.8819,0.707,14.66,0.0166
N,26.01,0.2681,1.21,0.885,7.94,0.00619
N,22.80,0.4219,1.665,0.963,27.96,0.191
N,26.54,0.4701,1.51,0.800,25.45,7.64e-05
N,24.77,0.4266,1.618,0.928,4.13,0.0154
N,22.16,0.6240,2.639,0.992,6.36,0.0258
N,27.70,0.2886,1.097,0.781,2.44,0.00184
N,28.68,0.7109,2.02,0.584,4.94,0.00296
N,24.26,0.6254,2.58,0.966,22.98,0.0717
Y,21.15,0.5828,2.141,0.893,8.33,0.00585
N,24.31,0.2908,1.49,1.057,10.10,0.0847
N,24.10,0.4783,1.103,0.575,21.37,0.0381
N,24.65,0.4882,0.99,0.507,20.19,0.0359
N,26.72,0.2487,0.8521,0.640,4.49,0.000321
N,27.15,0.3413,1.456,0.959,11.71,0.0101
N,26.23,0.0814,1.074,0.987,5.99,0.0366
N,25.21,0.5407,2.307,1.060,31.92,0.0696
N,25.41,0.2598,1.491,1.104,2.26,0.0911
N,27.20,0.3924,0.7551,0.459,11.85,0.0194
N,21.97,0.7720,2.274,0.518,7.80,0.13
N,26.47,0.1403,0.9746,0.838,3.23,0.0182
N,31.36,0.4196,1.735,1.007,9.43,0.000964
N,25.09,0.5730,2.459,1.050,17.90,0.0367
N,24.71,0.4857,2.125,1.093,1.82,0.0847
N,24.52,0.5015,2.108,1.051,6.76,0.0482
N,25.25,0.5677,1.423,0.615,17.63,0.0297
N,24.37,0.5620,2.449,1.073,6.69,0.0702
N,23.94,0.4747,2.063,1.084,11.74,0.0659
N,23.14,0.4694,2.217,1.177,17.75,0.175
N,25.06,0.2372,1.254,0.956,17.11,0.138
N,29.90,0.1266,1.126,0.983,1.71,0.00147
N,24.84,0.3277,1.266,0.851,3.85,0.0262
N,25.56,0.5814,1.914,0.801,24.23,0.0101
N,19.47,0.6418,2.739,0.981,6.99,0.0674
N,23.33,0.5903,2.558,1.048,16.42,0.0338
N,21.91,0.2148,1.252,0.983,22.01,0.115
N,25.55,0.6164,2.744,1.053,6.49,0.0607
N,21.09,0.5325,2.655,1.241,27.78,0.271
N,24.62,0.1373,1.339,1.155,26.91,0.143
N,23.41,0.4440,2.103,1.170,9.56,0.152
N,27.61,0.3282,1.463,0.983,8.86,0.00106
N,28.17,0.0678,1.069,0.997,2.99,0.00653
N,25.30,0.2387,1.387,1.056,7.70,0.0578
N,25.03,0.2831,1.247,0.894,22.02,0.0451
N,25.97,0.3116,1.51,1.039,9.58,0.0236
N,24.67,0.1751,0.9581,0.790,6.97,0.0445
N,29.26,0.1108,1.06,0.943,2.67,0.000614
N,28.70,0.2288,0.8372,0.646,9.79,0.000377
N,22.61,0.8606,0.8612,0.120,9.51,0.0561
N,29.77,0.4091,1.495,0.883,4.88,0.00053
N,26.01,0.1674,1.004,0.836,4.33,0.00331
N,23.66,0.4419,2.148,1.199,10.83,0.189
N,21.09,0.6381,3.073,1.112,10.52,0.115
N,25.60,0.4067,1.67,0.991,7.01,0.0064
N,26.83,0.1287,1.155,1.006,4.82,0.0175
N,22.25,0.6244,1.769,0.664,9.78,0.0943
N,24.19,0.7321,2.147,0.575,3.54,0.000599
N,23.46,0.5433,2.239,1.023,9.44,0.00475
N,23.90,0.3695,1.679,1.059,13.97,0.055
N,25.15,0.3025,1.521,1.061,16.67,0.101
N,23.50,0.1673,1.221,1.017,35.46,0.116
N,24.32,0.5276,2.199,1.039,6.89,0.0686
N,24.86,0.3381,1.53,1.013,30.25,0.0549
N,23.75,0.3128,1.126,0.774,26.18,0.0423
N,24.11,0.5279,1.754,0.828,8.66,0.0348
N,26.21,0.3495,1.191,0.775,1.66,0.0158
N,21.56,0.3020,1.84,1.284,12.92,0.292
N,25.81,0.2707,1.144,0.835,9.62,0.0101
N,27.04,0.3539,1.38,0.891,20.23,0.0073
N,24.89,0.3122,1.302,0.896,6.46,0.0133
N,22.71,0.1470,1.246,1.063,65.79,0.178
N,25.03,0.0917,1.061,0.964,20.17,0.0452
N,24.00,0.4764,2.112,1.106,6.72,0.128
N,20.68,0.4113,2.166,1.275,5.94,0.283
N,20.60,0.5132,1.888,0.919,16.21,0.0747
N,24.36,0.3513,1.869,1.212,8.25,0.198
N,25.63,0.2185,1.238,0.968,3.32,0.00733
N,23.28,0.5066,2.289,1.130,2.56,0.124
Y,21.31,0.3053,0.9256,0.643,9.87,0.0358
N,20.87,0.7718,5.26,1.200,23.13,0.281
N,23.14,0.5688,1.698,0.732,9.23,0.106
N,23.08,0.6528,2.594,0.901,5.46,0.0556
N,23.04,0.4423,2.215,1.236,6.55,0.25
N,19.58,0.3812,1.918,1.187,27.54,0.204
N,20.78,0.6592,3.258,1.111,11.77,0.212
N,26.81,0.6529,2.707,0.940,11.33,0.00429
N,26.79,0.5656,2.214,0.962,8.36,0.0019
N,26.04,0.2080,1.235,0.978,9.90,0.00611
N,25.42,0.4127,0.8664,0.509,11.52,0.0062
N,23.78,0.3678,1.647,1.041,4.51,0.0247
N,26.54,0.5828,2.252,0.939,5.95,0.0011
N,26.90,0.2734,1.264,0.918,13.28,0.00198
N,22.16,0.5777,2.334,0.986,0.83,0.00117
N,25.64,0.6604,2.269,0.771,1.81,9.42e-05
N,28.89,0.4081,1.603,0.949,5.11,0.00115
Y,21.66,0.6380,2.492,0.902,34.31,0.0396
N,19.46,0.1624,0.7437,0.623,33.34,0.146
N,24.35,0.5954,2.249,0.910,8.99,0.00977
N,23.92,0.2714,1.16,0.845,7.08,0.00361
N,23.53,0.6250,2.54,0.952,4.79,0.00369
N,24.56,0.3572,1.577,1.013,24.42,0.00708
N,24.85,0.6301,2.051,0.759,0.98,0.00207
N,24.93,0.3325,0.9535,0.636,4.58,0.00379
Y,20.74,0.5791,2.224,0.936,14.10,0.0219
N,21.24,0.7024,1.826,0.543,11.55,0.196
N,22.52,0.5120,1.116,0.545,12.97,0.0926
N,23.70,0.1397,1.211,1.042,21.86,0.0373
N,21.71,0.5267,2.632,1.246,2.19,0.234
N,25.19,0.3557,1.489,0.959,5.16,0.0259
N,27.78,0.5609,2.107,0.925,9.34,0.00202
N,19.79,0.8416,2.345,0.371,26.68,0.424
N,26.34,0.5153,2.02,0.979,5.94,0.0055
N,29.76,0.2586,1.238,0.918,5.62,0.00164
N,28.63,0.5319,2.158,1.010,6.46,0.00243
N,24.14,0.2051,1.347,1.071,16.88,0.0557
N,24.13,0.5391,1.083,0.499,4.35,0.036
N,27.23,0.2068,0.9208,0.730,8.85,0.0143
N,27.96,0.7642,1.309,0.309,34.36,0.000299
N,24.87,0.4158,1.67,0.976,3.27,0.0058
N,25.66,0.1953,1.2,0.965,22.08,0.0335
N,25.79,0.6051,2.462,0.972,9.33,0.00264
N,24.77,0.3416,1.431,0.942,14.17,0.0127
N,27.82,0.2846,1.425,1.019,1.14,0.00332
N,24.91,0.5839,1.955,0.813,8.30,0.0161
N,25.09,0.6331,2.436,0.894,7.26,0.0158
N,24.56,0.3239,0.7795,0.527,20.30,0.0104
N,23.55,0.3916,1.622,0.987,5.48,0.0517
N,24.09,0.4309,2.141,1.218,7.80,0.204
N,26.00,0.2951,1.518,1.070,4.12,0.0525
N,24.33,0.3587,1.437,0.922,5.67,0.0496
N,26.88,0.1482,1.238,1.055,12.03,0.0473
N,21.73,0.4649,1.099,0.588,13.12,0.0929
N,25.75,0.6471,2.441,0.861,0.99,0.0031
N,24.28,0.5197,1.852,0.890,21.88,0.0602
N,24.56,0.3904,1.358,0.828,11.94,0.0257
N,22.71,0.4953,1.72,0.868,33.14,0.0885
N,24.50,0.4661,1.847,0.986,5.62,0.0235
N,24.69,0.3532,1.589,1.028,8.12,0.0225
N,23.55,0.5274,2.415,1.142,25.65,0.138
N,22.39,0.1514,1.337,1.134,8.90,0.188
N,21.73,0.5394,2.63,1.211,9.56,0.223
N,23.60,0.5244,2.142,1.019,7.16,0.0466
N,20.70,0.4355,2.285,1.290,5.71,0.273
N,26.57,0.2954,1.424,1.003,4.10,0.00412
N,27.57,0.5097,1.657,0.812,5.22,0.0012
Y,20.80,0.5252,2.174,1.032,7.87,0.0252
N,29.85,0.2993,1.39,0.974,2.56,2.15e-05
N,26.23,0.1202,0.9445,0.831,2.06,0.0218
N,28.89,0.3264,0.7846,0.529,5.21,0.00313
N,23.11,0.6310,2.453,0.905,2.93,0.0275
N,26.80,0.1644,1.216,1.016,6.72,0.00564
N,24.04,0.1949,1.335,1.075,25.87,0.066
N,23.97,0.5697,1.033,0.445,15.36,0.0256
N,23.04,0.3912,1.763,1.073,24.58,0.198
N,23.31,0.4110,1.834,1.080,11.52,0.067
N,20.43,0.4440,2.16,1.201,38.84,0.457
N,26.59,0.2300,1.347,1.037,5.67,0.0269
N,23.62,0.7246,2.493,0.687,1.68,0.0279
N,21.68,0.5941,2.476,1.005,13.10,0.0556
N,27.17,0.1457,1.154,0.986,6.65,0.0143
N,25.48,0.4135,1.686,0.989,0.49,0.00211
N,24.75,0.5507,2.104,0.945,9.03,0.0239
N,23.94,0.5283,1.984,0.936,0.90,0.00496
N,24.87,0.1189,1.318,1.161,3.37,0.146
N,24.69,0.1425,1.335,1.145,9.87,0.179
N,24.41,0.1961,1.148,0.923,4.57,0.04
N,20.20,0.3085,1.831,1.266,6.56,0.283
N,23.75,0.1027,1.293,1.160,23.76,0.212
N,26.26,0.3999,1.589,0.953,1.09,0.000757
N,23.77,0.4973,2.148,1.080,10.08,0.0804
N,25.76,0.4273,1.782,1.020,7.66,0.00539
N,20.65,0.5086,1.803,0.886,48.49,0.259
N,26.03,0.5932,2.356,0.958,1.26,0.00816
N,21.68,0.4205,2.167,1.256,6.28,0.263
N,25.05,0.4535,1.708,0.933,36.60,0.0214
N,25.64,0.5910,2.639,1.080,10.81,0.0634
N,24.94,0.5914,2.433,0.994,1.19,0.014
N,25.15,0.2509,1.448,1.085,8.57,0.0779
N,19.89,0.5446,2.331,1.061,23.82,0.0589
N,22.30,0.4562,2.182,1.186,17.91,0.22
N,23.32,0.6025,2.649,1.053,12.64,0.105
N,24.84,0.3387,1.566,1.036,11.69,0.0363
N,24.12,0.5500,2.285,1.028,3.49,0.0568
N,24.37,0.5972,1.961,0.790,6.83,0.0165
N,23.86,0.6892,0.6583,0.205,0.51,0.00605
N,19.82,0.4434,2.232,1.242,23.21,0.322
N,26.14,0.0956,1.108,1.002,15.94,0.00315
Y,21.31,0.2917,1.183,0.838,47.87,0.0409
N,21.77,0.6137,3.223,1.245,22.55,0.239
N,20.55,0.4665,2.177,1.161,20.80,0.368
N,26.14,0.1234,1.145,1.004,29.07,0.00627
N,26.33,0.3624,0.8074,0.515,7.74,0.000591
N,21.63,0.4477,2.351,1.299,5.05,0.286
N,21.38,0.4676,2.424,1.291,7.21,0.3
N,22.96,0.0619,1.202,1.128,18.89,0.172
N,24.84,0.4011,1.696,1.015,11.69,0.00267
N,27.24,0.1357,1.06,0.916,0.80,0.0114
N,21.62,0.5271,1.501,0.710,10.40,0.0733
N,19.64,0.7398,1.506,0.392,39.88,0.0741
N,22.94,0.6214,1.997,0.756,10.07,0.0204
N,23.14,0.3273,1.028,0.692,6.26,0.0103
N,24.11,0.1883,0.9924,0.806,15.57,0.0102
N,29.16,0.1740,1.148,0.949,21.81,0.000918
Y,21.02,0.8334,1.383,0.230,11.28,0.0031
N,24.18,0.2601,1.303,0.964,4.63,0.0469
Y,20.54,0.6321,2.476,0.911,8.43,0.0472
N,25.38,0.3110,1.232,0.849,1.97,0.00247
N,22.05,0.4458,2.119,1.174,6.19,0.194
N,23.21,0.5949,1.751,0.709,7.89,0.0487
N,22.22,0.5471,1.773,0.803,3.25,0.0314
N,20.16,0.7926,3.849,0.798,32.32,0.205
N,26.04,0.4284,1.113,0.636,0.61,0.0102
N,23.95,0.1880,1.345,1.092,26.97,0.0764
N,27.51,0.4687,1.911,1.015,2.62,0.00168
N,21.99,0.5385,1.815,0.838,13.91,0.158
N,21.52,0.4429,2.291,1.276,10.02,0.264
N,25.70,0.4627,1.947,1.046,3.53,0.0327
N,24.85,0.2011,1.075,0.858,11.88,0.00595
N,21.63,0.4357,2.176,1.228,28.29,0.212
N,24.45,0.4612,0.8868,0.478,19.81,0.0216
N,21.73,0.5413,2.617,1.201,22.62,0.268
N,24.01,0.2833,1.355,0.971,20.73,0.0547
N,20.52,0.4854,1.546,0.795,19.12,0.0903
N,27.88,0.3113,1.471,1.013,0.95,0.00756
N,25.27,0.3827,1.698,1.048,3.26,0.0307
N,23.07,0.4421,2.104,1.174,2.13,0.157
N,22.66,0.6216,2.685,1.016,9.08,0.0117
N,22.38,0.4880,0.9281,0.475,12.47,0.0897
N,27.68,0.1960,0.9169,0.737,8.78,0.00975
N,24.96,0.3563,0.8979,0.578,16.77,0.00311
N,23.13,0.1300,1.328,1.155,12.92,0.209
N,27.47,0.5445,1.933,0.880,1.37,0.000619
N,22.80,0.5241,2.448,1.165,19.80,0.155
N,27.52,0.4572,1.825,0.990,8.02,0.00143
N,23.94,0.3524,1.673,1.083,16.20,0.0865
N,22.62,0.2354,1.372,1.049,19.20,0.12
N,23.80,0.2278,1.467,1.133,8.65,0.122
N,23.32,0.2836,1.65,1.182,12.87,0.219
N,25.65,0.5183,1.803,0.868,9.86,0.0138
N,24.26,0.1178,1.099,0.969,8.33,0.0386
N,27.61,0.0843,0.9693,0.888,3.85,0.00241
N,24.49,0.3552,1.329,0.857,31.69,0.0433
N,20.62,0.4908,2.172,1.106,8.73,0.0973
N,20.34,0.5521,2.355,1.055,6.65,0.0596
N,24.52,0.4573,1.578,0.856,3.80,0.0256
N,24.32,0.1687,1.213,1.008,25.48,0.00162
